year,movie,movie_id,certificate,duration,genre,rate,metascore,synopsis,votes,gross,release_date,user_reviews,critics_reviews,popularity,awards_wins,awards_nominations,Oscar_Best_Picture_won,Oscar_Best_Picture_nominated,Oscar_Best_Director_won,Oscar_Best_Director_nominated,Oscar_Best_Actor_won,Oscar_Best_Actor_nominated,Oscar_Best_Actress_won,Oscar_Best_Actress_nominated,Oscar_Best_Supporting_Actor_won,Oscar_Best_Supporting_Actor_nominated,Oscar_Best_Supporting_Actress_won,Oscar_Best_Supporting_Actress_nominated,Oscar_Best_AdaScreen_won,Oscar_Best_AdaScreen_nominated,Oscar_Best_OriScreen_won,Oscar_Best_OriScreen_nominated,Oscar_nominated,Golden_Globes_won,Golden_Globes_nominated,BAFTA_won,BAFTA_nominated,Screen_Actors_Guild_won,Screen_Actors_Guild_nominated,Critics_Choice_won,Critics_Choice_nominated,Directors_Guild_won,Directors_Guild_nominated,Producers_Guild_won,Producers_Guild_nominated,Art_Directors_Guild_won,Art_Directors_Guild_nominated,Writers_Guild_won,Writers_Guild_nominated,Costume_Designers_Guild_won,Costume_Designers_Guild_nominated,Online_Film_Television_Association_won,Online_Film_Television_Association_nominated,Online_Film_Critics_Society_won,Online_Film_Critics_Society_nominated,People_Choice_won,People_Choice_nominated,London_Critics_Circle_Film_won,London_Critics_Circle_Film_nominated,American_Cinema_Editors_won,American_Cinema_Editors_nominated,Hollywood_Film_won,Hollywood_Film_nominated,Austin_Film_Critics_Association_won,Austin_Film_Critics_Association_nominated,Denver_Film_Critics_Society_won,Denver_Film_Critics_Society_nominated,Boston_Society_of_Film_Critics_won,Boston_Society_of_Film_Critics_nominated,New_York_Film_Critics_Circle_won,New_York_Film_Critics_Circle_nominated,Los_Angeles_Film_Critics_Association_won,Los_Angeles_Film_Critics_Association_nominated,release_date.year,release_date.month,release_date.day-of-month,release_date.day-of-week
2009,Bride Wars,tt0901476,PG,89,Comedy|Romance,5.5,24,,92631,58715510,,139,155,2126,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,
2012,The Hobbit: An Unexpected Journey,tt0903624,PG-13,169,Adventure|Family|Fantasy,7.9,58,,710372,303003568,,1388,651,431,1,15,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,0,0,0,4,0,0,0,4,0,0,0,0,0,1,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,,
2007,Once,tt0907657,R,86,Drama|Music|Romance,7.9,88,,103757,9439923,,340,239,4811,3,9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,6,,
2008,Pineapple Express,tt0910936,R,111,Action|Comedy|Crime,7.0,64,,287884,87341380,,394,225,1481,1,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,8,,
2008,WALL·E,tt0910970,G,98,Animation|Adventure|Family|Sci-Fi,8.4,95,,882323,223808164,,1119,340,1350,22,35,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,6,1,2,2,4,0,0,1,3,0,0,0,0,0,1,0,0,0,0,8,10,3,6,0,0,0,1,1,1,1,1,1,2,0,0,2,2,1,1,1,1,,6,,
2008,The Boy in the Striped Pajamas,tt0914798,PG-13,94,Drama|War,7.8,55,,164858,9030581,,428,188,1048,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,,
2010,Unthinkable,tt0914863,R,97,Crime|Drama|Thriller,7.1,?,,79461,?,,269,57,4456,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,,
2008,Doubt,tt0918927,PG-13,104,Drama|Mystery,7.5,68,,111777,33422556,,374,294,3636,3,35,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,5,0,5,0,3,1,5,1,6,0,0,0,0,0,1,0,1,0,0,1,6,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,12,,
2010,Harry Potter and the Deathly Hallows: Part 1,tt0926084,PG-13,146,Adventure|Fantasy|Mystery,7.7,65,,412356,295983305,,650,433,528,1,9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,0,0,0,2,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,,
2009,Precious,tt0929632,R,110,Drama,7.3,79,,98776,47395661,,288,324,3089,14,37,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,6,1,3,1,4,1,3,1,6,0,1,1,2,0,0,0,1,0,1,1,5,1,2,0,0,1,1,0,0,1,1,0,0,1,2,2,3,1,1,1,1,,11,,
2010,Rabbit Hole,tt0935075,PG-13,91,Drama,7.0,76,,44849,2229058,,154,245,?,0,4,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,
2010,The Last Airbender,tt0938283,PG,103,Action|Adventure|Family|Fantasy,4.1,20,,135174,131564731,,1431,281,920,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,
2008,Tropic Thunder,tt0942385,R,107,Action|Adventure|Comedy|War,7.0,71,,346277,110515313,,593,319,972,4,15,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1,0,2,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,2,0,1,0,0,,8,,
2010,Salt,tt0944835,PG-13,100,Action|Mystery|Thriller,6.4,65,,273693,118311368,,528,331,1838,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,
2011,Source Code,tt0945513,PG-13,93,Sci-Fi|Thriller,7.5,74,,443941,54712227,,595,534,1151,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,
2010,Black Swan,tt0947798,R,108,Drama|Thriller,8.0,79,,635310,106954678,,1193,679,560,19,74,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,5,1,4,1,12,1,3,1,12,0,1,0,1,1,1,0,1,1,1,2,13,1,7,0,0,0,3,0,1,0,0,5,5,1,3,2,4,1,1,1,1,,12,,
2012,The Amazing Spider-Man,tt0948470,PG-13,136,Action|Adventure|Sci-Fi,7.0,66,,515047,262030663,,1278,620,728,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,
2008,Paris 36,tt0948535,PG-13,120,Drama|Music|Musical|Romance,6.6,40,,2538,850575,,20,69,?,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,,
2008,The Happening,tt0949731,R,91,Mystery|Sci-Fi|Thriller,5.0,34,,183202,64506874,,1312,335,359,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,,
2010,Robin Hood,tt0955308,PG-13,140,Action|Adventure|Drama|History|Romance,6.7,53,,236161,105269730,,579,347,1248,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,,
2008,Revolutionary Road,tt0959337,R,119,Drama|Romance,7.3,69,,174567,22911480,,451,326,1370,2,20,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,3,1,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,,
2008,You Don't Mess with the Zohan,tt0960144,PG-13,113,Comedy,5.5,54,,174578,100018837,,391,202,1424,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,,
2009,The Young Victoria,tt0962736,PG,105,Biography|Drama|History|Romance,7.3,64,,52968,11001272,,102,194,2570,4,8,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,0,1,2,2,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,
2008,"Angus, Thongs and Perfect Snogging",tt0963743,PG-13,100,Comedy|Drama|Romance,6.3,?,,23434,?,,70,44,?,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,
2010,The Fighter,tt0964517,R,116,Biography|Drama|Sport,7.8,79,,311097,93617009,,413,417,796,17,43,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,7,2,6,0,3,2,4,3,6,0,1,0,1,0,1,0,1,0,1,2,5,1,3,0,0,1,1,0,1,0,0,1,2,2,3,2,3,1,1,0,0,,12,,
2011,Hugo,tt0970179,PG,126,Adventure|Drama|Family|Fantasy|Mystery|Romance,7.5,83,,280296,73864507,,715,691,1175,9,59,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,11,1,3,2,10,0,0,1,11,0,1,0,1,1,1,0,1,0,1,1,14,0,3,0,0,0,2,0,1,0,0,1,1,0,0,1,4,0,3,1,2,,11,,
2008,The Day the Earth Stood Still,tt0970416,PG-13,104,Drama|Sci-Fi|Thriller,5.5,40,,153566,79366978,,723,277,3212,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,,
2009,17 Again,tt0974661,PG-13,102,Comedy|Drama|Fantasy,6.4,48,,164069,64167069,,197,191,2001,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,
2012,Hitchcock,tt0975645,PG-13,98,Biography|Comedy|Drama|Romance,6.8,55,,67387,6008677,,227,390,4618,0,5,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,,
2008,The Reader,tt0976051,R,124,Drama|Romance,7.6,58,,214651,34194407,,399,293,1029,7,22,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,5,1,4,1,5,1,1,1,3,0,0,0,0,0,0,0,0,0,0,2,5,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,
2008,Frozen River,tt0978759,R,97,Crime|Drama,7.2,82,,23336,2508841,,99,155,?,1,7,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,,9,,
2011,Sucker Punch,tt0978764,R,110,Action|Fantasy,6.1,33,,215813,36392502,,953,441,724,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,,
2011,The Adventures of Tintin,tt0983193,PG,107,Animation|Action|Adventure|Family|Mystery,7.3,68,,199342,77591831,,458,449,1852,3,11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,1,0,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,,12,,
2008,Valkyrie,tt0985699,PG-13,121,Drama|History|Thriller|War,7.1,56,,210366,83077833,,450,279,1606,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,,
2009,Sherlock Holmes,tt0988045,PG-13,128,Action|Adventure|Crime|Mystery|Thriller,7.6,57,,540288,209028679,,647,416,638,2,4,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,,
2011,Hanna,tt0993842,PG-13,111,Action|Drama|Thriller,6.8,65,,175064,40259119,,464,421,493,1,6,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,4,,
2013,The Wolf of Wall Street,tt0993846,R,180,Biography|Comedy|Crime|Drama,8.2,75,,1002644,116900694,,1229,632,133,3,39,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,5,1,2,0,4,0,0,1,6,0,1,0,1,0,1,0,1,0,0,0,7,0,0,0,0,0,4,0,1,0,0,0,1,1,4,0,6,0,0,0,0,,12,,
2008,Sex and the City,tt1000774,R,145,Comedy|Drama|Romance,5.6,53,,108688,152647258,,479,228,1745,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,,
2009,He's Just Not That Into You,tt1001508,PG-13,129,Comedy|Drama|Romance,6.4,47,,147557,93953653,,214,161,1122,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,
2008,Zack and Miri Make a Porno,tt1007028,R,101,Comedy|Romance,6.6,56,,163391,31457946,,252,241,1640,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,,
2011,The Iron Lady,tt1007029,PG-13,105,Biography|Drama,6.4,54,,94603,30017992,,371,336,4073,8,16,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,2,1,1,2,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,2,2,0,0,0,0,0,0,1,1,0,1,1,1,0,0,,1,,
2008,Slumdog Millionaire,tt1010048,R,120,Drama|Romance,8.0,86,,733798,141319928,,1077,422,1085,33,64,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,10,4,4,7,11,1,2,5,6,1,1,1,1,1,1,1,1,1,1,1,12,1,7,0,0,3,6,1,1,0,0,0,1,0,0,2,3,1,3,2,3,,12,,
2009,Fast & Furious,tt1013752,PG-13,107,Action|Crime|Thriller,6.6,46,,237616,155064265,,244,231,1188,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,
2008,Milk,tt1013753,R,128,Biography|Drama,7.6,84,,153584,31841299,,296,328,3427,18,55,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,8,0,1,0,4,1,3,2,8,0,1,1,2,0,1,2,2,0,1,3,13,0,4,0,0,0,3,0,1,1,1,1,2,0,0,3,4,3,3,1,1,,1,,
2010,Alice in Wonderland,tt1014759,PG,108,Adventure|Family|Fantasy,6.5,53,,351981,334191110,,755,463,1632,6,19,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,0,3,2,5,0,0,2,4,0,0,0,0,0,1,0,0,1,1,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,3,,
2015,Child 44,tt1014763,R,137,Crime|Drama|History|Thriller,6.5,41,,57721,1206135,,228,184,1641,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,
2008,The Sisterhood of the Traveling Pants 2,tt1018785,PG-13,119,Comedy|Drama|Romance,6.2,63,,24941,44087387,,34,72,3410,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,,
2009,A Serious Man,tt1019452,R,106,Comedy|Drama,7.1,79,,119242,9190525,,355,311,2309,1,23,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,2,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,4,0,0,0,2,0,1,0,0,0,1,0,2,1,5,0,1,0,0,,11,,
2014,Selma,tt1020072,PG-13,128,Biography|Drama|History,7.5,88,,76002,52076908,,225,372,3219,3,21,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,1,4,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,,1,,
2009,500 Days of Summer,tt1022603,PG-13,95,Comedy|Drama|Romance,7.7,76,,433323,32391374,,529,341,1633,2,15,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,5,0,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,,8,,
2008,Never Back Down,tt1023111,PG-13,110,Action|Drama|Sport,6.6,39,,89608,24850922,,188,137,2089,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,,
2010,The Way Back,tt1023114,PG-13,133,Adventure|Drama|History,7.3,66,,100547,2701859,,186,216,2083,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,
2008,Il Divo,tt1023490,Not Rated,110,Biography|Drama,7.3,81,,14117,239294,,48,133,?,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,,
2012,Argo,tt1024648,R::(extended edition),120,Biography|Drama|Thriller,7.7,86,,525662,136025503,,732,659,896,22,56,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,7,2,5,3,7,1,2,2,7,1,1,0,0,0,1,0,0,0,1,5,10,2,5,0,0,0,4,1,1,1,1,1,2,2,4,0,1,0,2,1,2,,10,,
2007,Death Proof,tt1028528,TV-MA::(TV rating),113,Action|Thriller,7.0,?,,239000,?,,618,226,1530,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,,
2009,Hachi: A Dog's Tale,tt1028532,G::(No. 45038),93,Drama|Family,8.1,?,,216729,?,,377,89,2101,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,,
2010,Secretariat,tt1028576,PG,123,Biography|Drama|Family|History|Sport,7.2,61,,23994,59713955,,136,162,4191,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,,
2008,RocknRolla,tt1032755,R,114,Action|Crime|Thriller,7.3,53,,216841,5694401,,205,207,1676,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,,
2011,The Descendants,tt1033575,R,115,Comedy|Drama,7.3,84,,221486,82584160,,474,550,2049,10,48,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,5,2,5,0,3,0,2,1,7,0,1,0,1,0,1,1,1,0,1,0,5,0,4,0,0,0,2,1,1,2,2,0,0,2,7,0,2,0,1,1,2,,12,,
2008,Defiance,tt1034303,R,137,Action|Drama|History|Thriller|War,7.2,58,,128665,28644813,,252,202,2317,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,
2009,Coco Before Chanel,tt1035736,PG-13,105,Biography|Drama,6.7,65,,35946,6109075,,69,164,?,0,7,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,,
2010,The Book of Eli,tt1037705,R,118,Action|Adventure|Drama|Thriller,6.9,53,,265727,94835059,,585,331,1284,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,
2009,The Proposal,tt1041829,PG-13,108,Comedy|Drama|Romance,6.7,48,,266515,163958031,,298,228,794,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,,
2012,Silver Linings Playbook,tt1045658,R,122,Comedy|Drama|Romance,7.7,81,,610992,132092958,,758,537,351,17,44,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,8,1,4,1,3,1,4,4,10,0,0,0,1,0,0,0,1,0,1,2,5,0,1,0,0,0,1,1,1,3,3,1,2,2,4,0,0,0,1,1,2,,12,,
2008,Happy-Go-Lucky,tt1045670,R,118,Comedy|Drama|Romance,7.0,84,,35571,3494485,,207,177,?,8,22,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,5,0,0,1,1,0,0,0,0,1,2,2,4,2,3,,11,,
2009,G.I. Joe: The Rise of Cobra,tt1046173,PG-13,118,Action|Adventure|Sci-Fi|Thriller,5.8,32,,189401,152267519,,539,248,986,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,,
2009,Up,tt1049413,PG,96,Animation|Adventure|Comedy|Family,8.3,88,,822209,293004164,,763,422,1079,15,28,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,5,2,2,2,4,0,0,2,4,0,0,0,0,0,0,0,0,0,0,3,7,2,4,0,0,0,0,1,1,0,0,2,3,0,0,1,1,0,1,0,1,,5,,
2009,The Imaginarium of Doctor Parnassus,tt1054606,PG-13,123,Adventure|Comedy|Fantasy|Mystery,6.8,65,,137183,7689607,,233,289,2222,1,5,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,
2010,Life as We Know It,tt1055292,PG-13,114,Comedy|Drama|Romance,6.6,39,,110746,53374681,,99,142,2755,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,,
2009,Transformers: Revenge of the Fallen,tt1055369,PG-13,150,Action|Adventure|Sci-Fi,6.0,35,,359723,402111870,,1467,368,1373,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,,
2009,Invictus,tt1057500,PG-13,134,Biography|Drama|History|Sport,7.3,74,,138923,37491364,,271,313,2827,1,12,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,2,0,3,0,0,0,2,0,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,12,,
