year,movie,movie_id,certificate,duration,genre,rate,metascore,synopsis,votes,gross,release_date,user_reviews,critics_reviews,popularity,awards_wins,awards_nominations,Oscar_Best_Picture_won,Oscar_Best_Picture_nominated,Oscar_Best_Director_won,Oscar_Best_Director_nominated,Oscar_Best_Actor_won,Oscar_Best_Actor_nominated,Oscar_Best_Actress_won,Oscar_Best_Actress_nominated,Oscar_Best_Supporting_Actor_won,Oscar_Best_Supporting_Actor_nominated,Oscar_Best_Supporting_Actress_won,Oscar_Best_Supporting_Actress_nominated,Oscar_Best_AdaScreen_won,Oscar_Best_AdaScreen_nominated,Oscar_Best_OriScreen_won,Oscar_Best_OriScreen_nominated,Oscar_nominated,Golden_Globes_won,Golden_Globes_nominated,BAFTA_won,BAFTA_nominated,Screen_Actors_Guild_won,Screen_Actors_Guild_nominated,Critics_Choice_won,Critics_Choice_nominated,Directors_Guild_won,Directors_Guild_nominated,Producers_Guild_won,Producers_Guild_nominated,Art_Directors_Guild_won,Art_Directors_Guild_nominated,Writers_Guild_won,Writers_Guild_nominated,Costume_Designers_Guild_won,Costume_Designers_Guild_nominated,Online_Film_Television_Association_won,Online_Film_Television_Association_nominated,Online_Film_Critics_Society_won,Online_Film_Critics_Society_nominated,People_Choice_won,People_Choice_nominated,London_Critics_Circle_Film_won,London_Critics_Circle_Film_nominated,American_Cinema_Editors_won,American_Cinema_Editors_nominated,Hollywood_Film_won,Hollywood_Film_nominated,Austin_Film_Critics_Association_won,Austin_Film_Critics_Association_nominated,Denver_Film_Critics_Society_won,Denver_Film_Critics_Society_nominated,Boston_Society_of_Film_Critics_won,Boston_Society_of_Film_Critics_nominated,New_York_Film_Critics_Circle_won,New_York_Film_Critics_Circle_nominated,Los_Angeles_Film_Critics_Association_won,Los_Angeles_Film_Critics_Association_nominated,release_date.year,release_date.month,release_date.day-of-month,release_date.day-of-week
2008,Cloverfield,tt1060277,PG-13,85,Action|Horror|Sci-Fi|Thriller,7.0,64,,345693,80048433,,2257,479,1652,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,
2014,Boyhood,tt1065073,R,165,Drama,7.9,100,,310998,25379975,,920,571,1060,39,68,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,6,3,5,3,5,1,3,4,8,0,1,0,1,0,0,0,1,0,1,4,10,2,6,0,0,3,5,1,1,0,0,4,4,2,5,5,5,3,3,4,4,,8,,
2008,The Class,tt1068646,PG-13,128,Drama,7.5,92,,32007,3766595,,92,219,?,0,4,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,3,,
2008,Departures,tt1069238,PG-13,130,Drama|Music,8.1,68,,43988,1542989,,130,173,?,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,,
2012,Skyfall,tt1074638,PG-13,143,Action|Adventure|Thriller,7.8,81,,583872,304360277,,1525,713,820,16,39,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5,1,1,2,8,1,2,3,7,0,0,0,1,1,1,0,0,1,1,4,8,1,2,0,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0,1,1,,11,,
2009,Ajami,tt1077262,Not Rated,124,Crime|Drama,7.4,82,,5616,621240,,34,100,?,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,,
2012,Dark Shadows,tt1077368,PG-13,113,Comedy|Fantasy|Horror,6.2,55,,225534,79727149,,493,530,1903,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,,
2009,My Sister's Keeper,tt1078588,PG-13,109,Drama|Family,7.4,51,,83870,49200230,,196,146,3707,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,,
2008,Rachel Getting Married,tt1084950,R,113,Drama|Romance,6.7,82,,44532,12796277,,291,237,?,4,20,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,5,0,0,,11,,
2013,Lone Survivor,tt1091191,R,121,Action|Biography|Drama|Thriller|War,7.5,60,,241911,125095601,,461,342,1278,3,4,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,
2009,Dragonball: Evolution,tt1098327,PG,85,Action|Adventure|Fantasy|Sci-Fi|Thriller,2.6,45,,64742,9353573,,556,134,1870,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,
2008,Twilight,tt1099212,PG-13,122,Drama|Fantasy|Romance,5.2,56,,386827,192769854,,1577,347,354,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,,
2014,Foxcatcher,tt1100089,R,134,Biography|Drama|Sport,7.0,81,,124144,12096300,,308,455,1731,1,19,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,5,0,3,0,2,0,2,0,2,0,0,0,1,0,1,0,1,0,0,0,3,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,,1,,
2010,TRON: Legacy,tt1104001,PG,125,Action|Adventure|Fantasy|Sci-Fi,6.8,49,,291816,172062763,,686,473,745,2,8,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,12,,
2009,The Hangover,tt1119646,Unrated,100,Comedy,7.7,73,,657235,277322503,,656,340,465,3,5,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,6,,
2010,Blue Valentine,tt1120985,R,112,Drama|Romance,7.4,81,,166831,9737892,,317,394,817,1,11,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,1,,
2011,The Ides of March,tt1124035,R,101,Drama|Thriller,7.1,67,,205574,40962534,,297,429,3423,1,10,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,0,4,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,10,,
2008,The Wrestler,tt1125849,R,109,Drama|Sport,7.9,81,,274615,26236603,,568,400,2533,10,30,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,2,2,3,1,2,0,1,1,4,0,0,0,0,0,1,0,1,0,1,1,4,2,5,0,0,2,3,0,0,0,0,0,1,0,0,1,1,0,2,0,1,,1,,
2010,Burlesque,tt1126591,PG-13,119,Drama|Music|Musical|Romance,6.4,47,,69515,39440655,,230,186,1177,1,5,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,,
2009,Drag Me to Hell,tt1127180,PG-13,99,Horror|Thriller,6.6,83,,174858,42100625,,738,413,3123,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,,
2010,Shutter Island,tt1130884,R,138,Mystery|Thriller,8.1,63,,977679,128012934,,1056,505,488,0,6,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,
2009,Jennifer's Body,tt1131734,R,102,Comedy|Horror,5.2,47,,104732,16204793,,311,310,1584,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,,
2011,Green Lantern,tt1133985,PG-13,114,Action|Adventure|Sci-Fi,5.5,39,,248544,116601172,,581,446,923,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,,
2009,Julie & Julia,tt1135503,PG-13,118,Biography|Drama|Romance,7.0,66,,94229,94125426,,303,259,1791,4,17,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,1,2,0,1,0,1,1,1,0,0,0,0,0,2,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,2,1,1,0,0,,8,,
2009,District 9,tt1136608,R,112,Sci-Fi|Thriller,7.9,81,,595476,115646235,,1303,480,1095,8,38,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,4,0,1,0,7,0,0,1,5,0,0,0,0,0,1,0,0,0,0,3,13,0,5,0,0,0,0,0,1,0,0,1,2,0,0,1,1,0,0,2,2,,8,,
2012,Frankenweenie,tt1142977,PG,87,Animation|Comedy|Family|Horror|Sci-Fi,7.0,74,,87468,35291068,,182,382,?,3,11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,,10,,
2009,Orphan,tt1148204,R,123,Horror|Mystery|Thriller,7.0,42,,171780,41596251,,426,273,1472,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,
2009,The White Ribbon,tt1149362,R,144,Drama|History|Mystery|Thriller,7.8,82,,61778,2222647,,203,281,4348,6,14,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,3,,3,,
2009,Public Enemies,tt1152836,R,140,Biography|Crime|Drama|History|Romance,7.0,70,,257541,97104620,,597,362,1030,0,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,
2009,"I Love You, Man",tt1155056,R,105,Comedy|Romance,7.0,70,,183432,71440011,,224,218,1864,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,3,,
2010,The Karate Kid,tt1155076,PG,140,Action|Drama|Family|Romance|Sport,6.2,61,,142963,176591618,,435,260,2306,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,,
2009,Zombieland,tt1156398,R,88,Adventure|Comedy|Horror|Sci-Fi,7.7,73,,447834,75590286,,594,457,742,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,,
2010,Biutiful,tt1164999,R,148,Drama|Romance,7.5,58,,79157,5101237,,136,288,2760,0,6,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2,,
2013,The Hobbit: The Desolation of Smaug,tt1170358,PG-13,161,Adventure|Fantasy,7.8,66,,556319,258366855,,966,521,810,0,16,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,0,0,0,2,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,12,,
2015,Demolition,tt1172049,R,101,Comedy|Drama,7.0,49,,74908,1978592,,136,224,2523,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,
2008,Revanche,tt1173745,Not Rated,121,Crime|Drama|Romance|Thriller,7.6,84,,12674,?,,46,127,?,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,5,,
2009,An Education,tt1174732,PG-13,100,Drama,7.3,85,,121889,12574715,,246,280,3100,5,36,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,3,0,1,1,8,0,2,0,4,0,0,0,1,0,0,0,0,0,0,1,8,0,1,0,0,1,7,0,0,1,1,0,0,1,1,0,0,0,1,0,1,,2,,
2010,All Good Things,tt1175709,R,101,Crime|Drama|Mystery|Romance|Thriller,6.3,57,,48710,578382,,74,137,3392,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,,
2016,10 Cloverfield Lane,tt1179933,PG-13,103,Drama|Horror|Mystery|Sci-Fi|Thriller,7.2,76,,253010,71897215,,661,501,932,0,6,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,3,,
2011,The Lincoln Lawyer,tt1189340,R,118,Crime|Drama|Thriller,7.3,63,,193450,58009200,,223,276,2748,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,,
2009,2012,tt1190080,PG-13::(Doomsday special edition),158,Action|Adventure|Sci-Fi,5.8,49,,322001,166112167,,1109,309,1036,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,,
2011,Rango,tt1192628,TV-14::(some airings),107,Animation|Adventure|Comedy|Family|Western,7.2,75,,211541,123477607,,349,368,3162,10,12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,2,1,1,1,1,1,1,0,0,1,1,,3,,
2009,Up in the Air,tt1193138,R,109,Drama|Romance,7.4,83,,297214,83823381,,483,404,1872,10,67,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,6,1,6,1,6,0,3,1,8,0,1,0,1,0,1,1,1,0,1,1,10,0,5,0,0,0,4,0,1,0,0,2,3,1,7,0,1,1,5,1,3,,12,,
2012,The Bourne Legacy,tt1194173,PG-13,135,Action|Adventure|Thriller,6.7,61,,264279,113203870,,536,445,1924,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,,
2009,Law Abiding Citizen,tt1197624,R,109,Crime|Drama|Thriller,7.4,34,,247897,73343413,,483,221,447,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,,
2011,Harry Potter and the Deathly Hallows: Part 2,tt1201607,PG-13,130,Adventure|Drama|Fantasy|Mystery,8.1,87,,674384,381011219,,871,474,236,9,22,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,0,0,2,5,1,1,2,5,0,0,0,0,2,2,0,0,1,1,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,,7,,
2011,The Muppets,tt1204342,PG,103,Adventure|Comedy|Family|Musical,7.1,75,,81844,88631237,,254,397,3728,2,11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,,
2014,Ouija,tt1204977,PG-13,89,Horror|Thriller,4.5,38,,43071,50856010,,183,197,4734,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,,
2008,Gran Torino,tt1205489,R,116,Drama,8.1,72,,657854,148095302,,920,379,875,0,5,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,1,,
2009,The Milk of Sorrow,tt1206488,,95,Drama|Music,6.7,68,,6175,10376,,37,72,?,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,
2011,Moneyball,tt1210166,PG-13,133,Biography|Drama|Sport,7.6,87,,320201,75605492,,345,426,1707,7,23,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,6,0,4,0,3,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,1,0,0,1,2,2,2,2,2,0,0,,9,,
2013,The Lone Ranger,tt1210819,PG-13,150,Action|Adventure|Western,6.4,37,,205704,89302115,,729,458,2044,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,
2016,Doctor Strange,tt1211837,PG-13,115,Action|Adventure|Fantasy|Sci-Fi,7.5,72,,474147,232641920,,819,547,329,3,15,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,3,0,1,0,6,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,,11,,
2010,Hereafter,tt1212419,PG-13,129,Drama|Fantasy,6.5,56,,86435,32746941,,341,319,3413,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,,
2012,Lawless,tt1212450,R,116,Crime|Drama,7.3,58,,211012,37400127,,295,360,870,1,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,8,,
2011,Cars 2,tt1216475,G,106,Animation|Adventure|Comedy|Family|Sport,6.2,57,,132914,191452396,,305,311,2833,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,,
2010,Leap Year,tt1216492,PG,100,Comedy|Romance,6.5,33,,84238,25918920,,212,135,2074,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,
2012,Brave,tt1217209,PG,93,Animation|Adventure|Comedy|Family|Fantasy,7.1,69,,329233,237283207,,457,496,987,3,11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,,6,,
2011,Limitless,tt1219289,PG-13,105,Mystery|Sci-Fi|Thriller,7.4,59,,482670,79249455,,426,381,938,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,,
2010,Resident Evil: Afterlife,tt1220634,R,96,Action|Adventure|Horror|Sci-Fi,5.9,37,,150866,60128566,,413,256,3379,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,,
2009,I Am Love,tt1226236,R,120,Drama|Romance,7.1,79,,18024,5005465,,119,184,?,0,7,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,7,,
2009,In the Loop,tt1226774,Not Rated,106,Comedy,7.5,83,,50254,2384044,,146,190,?,2,17,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,2,0,2,,9,,
2010,Iron Man 2,tt1228705,PG-13,124,Action|Adventure|Sci-Fi,7.0,57,,629514,312433331,,772,470,529,1,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,5,,
2011,Mission: Impossible - Ghost Protocol,tt1229238,PG-13,132,Action|Adventure|Thriller,7.4,73,,420195,209397903,,545,448,592,0,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,,
2010,Outside the Law,tt1229381,Unrated,138,Crime|Drama|War,6.6,59,,3365,?,,16,81,?,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,,
2011,Jane Eyre,tt1229822,PG-13,120,Drama|Romance,7.4,76,,73425,11242660,,183,276,1672,2,5,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,4,,
2009,It's Complicated,tt1230414,R,120,Comedy|Drama|Romance,6.6,57,,79161,112735375,,226,189,3170,0,6,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,12,,
2012,21 Jump Street,tt1232829,R,109,Action|Comedy|Crime,7.2,69,,469095,138447667,,377,380,674,0,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,,
2009,A Prophet,tt1235166,R,155,Crime|Drama,7.9,90,,87120,2084637,,161,262,?,5,13,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,5,0,0,0,0,1,2,0,0,0,0,0,0,1,1,,3,,
2010,Chico & Rita,tt1235830,Not Rated,94,Animation|Crime|Drama|Music|Romance,7.2,76,,7840,350524,,41,116,?,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,,
2011,We Need to Talk About Kevin,tt1242460,R,112,Drama|Mystery|Thriller,7.5,68,,120414,1738692,,340,401,1614,4,20,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,1,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,4,1,3,0,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,9,,
2013,This Is the End,tt1245492,TV-MA::(tv rating),107,Comedy|Fantasy,6.6,67,,354517,101470202,,704,406,1144,1,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,6,,
